'a'dao 阿道
'da'qian'chan'shi 大千禅师
'da'qian'hui'zhao'chan'shi 大千慧照禅师
'da'qian'zhao'gong 大千照公
'da'shan'chan'shi 大善禅师
'da'shan'fa'shi 大山法师
'da'shan'guo'shi 大善国师
'da'shi'bao'zhi 大士宝志
'da'shi'zhi'pu'sa 大势至菩萨
'da'sui 大随
'da'sui'chan'shi 大随禅师
'da'sui'fa'zhen 大随法真
'da'tong 大同
'da'tong'ben'chan'shi 大通本禅师
'da'tong'chan'shi 大同禅师
'da'tong'chan'shi'shan'ben 大通禅师善本
'da'tong'shi 大同师
'da'wei'guo'chan'shi 大沩果禅师
'da'wei'zhen'ru'zhe'chan'shi 大沩真如喆禅师
'da'wei'zhi'chan'shi 大沩智禅师
'da'xin'he'shang 大信和尚
'da'xin'zhu'tian'zhu 大欣住天竺
'da'xing 大行
'da'xing'fa'shi 大醒法师
'da'xing'fa'shi 大兴法师
'da'xiu'chan'shi 大休禅师
'da'xiu'shan'yu 大休善育
'da'xiu'wu'you 大休悟由
'da'xiu'zheng'nian 大休正念
'da'yang'chan'shi 大阳禅师
'da'yang'xuan'chan'shi 大阳玄禅师
'da'yang'yan'chan'shi 大阳延禅师
'da'yi 大义
'da'yi'ba 达益巴
'da'yi'chan'shi 大义禅师
'da'yong'cai'fa'shi 大用才法师
'da'yong'fa'shi 大勇法师
'da'yong'fa'shi'bi'cai 大用法师必才
'da'you'fa'shi 大佑法师
'da'yu'fa'shi 大愚法师
'da'yu'liang'kuan 大愚良宽
'da'yu'zhi 大愚芝
'da'yu'zong'zhu 大愚宗筑
'da'yuan'di'shi'ba'si'ba 大元帝师癹思八
'da'zhang'qing'huo'bu'zu'xu 大章清豁不足煦
'da'zhi 大志
'da'zhi'chan'shi 大智禅师
'da'zhu 大珠
'da'zhu'hui'hai'chan'shi 大珠惠海禅师
'da'zhu'hui'hai'chan'shi 大珠慧海禅师
'da'zhuo'cheng'yan 大拙承演
'da'zong'shi'mi'di'li'bo 大宗师弥底梨波
'dai'an'chan'shi 呆庵禅师
'dai'an'dao 戴安道
'dai'an'zhuang'gong 呆庵庄公
'dai'bing 代病
'dai'bing'shi 代病师
'dai'dao'chun 戴道纯
'dai'ji'tao'ju'shi 戴季陶居士
'dai'jia 待驾
'dai'zhi'pan'liang'gui 待制潘良贵
'dai'zhong'ruo 戴仲若
'dan'ba 胆巴
'dan'ba'jin'gang'shang'shi 胆巴金刚上师
'dan'bai'ni'ma 丹白尼玛
'dan'bei'wang'xu'shang'shi 丹贝旺旭上师
'dan'dao'kai 单道开
'dan'fu 丹甫
'dan'ju'chan'shi'zhi'ren 澹居禅师至仁
'dan'ma'ba 丹马巴
'dan'shan'shi'lang'weng'gong 丹山侍郎翁公
'dan'xia 丹霞
'dan'xia'chun 丹霞淳
'dan'xia'tian'ran'chan'shi 丹霞天然禅师
'dan'yuan 耽源
'dan'zeng'jia'cuo'huo'fo 丹增嘉措活佛
'dang'di'ba 当底巴
'dao'an 道安
'dao'an'da'shi 道安大师
'dao'an'fa'shi 道安法师
'dao'an'si 道岸四
'dao'ang 道昂
'dao'bian 道辩
'dao'biao 道标
'dao'biao'fa'shi 道标法师
'dao'bing'fa'shi 道昺法师
'dao'can'can 道璨粲
'dao'chan 道禅
'dao'chan'shi 道禅师
'dao'chang'fa'quan'chan'shi 道场法全禅师
'dao'chang'ming'bian'chan'shi 道场明辨禅师
'dao'chao 道超
'dao'chen 道琛
'dao'cheng 道成
'dao'cheng 道澄
'dao'cheng'fa'shi 道成法师
'dao'cheng'si 道成四
'dao'chong 道冲
'dao'chong 道宠
'dao'chong'chan'shi 道冲禅师
'dao'chuan'can'ji'cheng'chan'shi 道川参继成禅师
'dao'chuo 道绰
'dao'chuo'da'shi 道绰大师
'dao'chuo'fa'shi 道绰法师
'dao'deng 道登
'dao'duan 道端
'dao'fa 道法
'dao'fang 道房
'dao'fang 道方
'dao'feng 道丰
'dao'fu 道抚
'dao'fu'chan'shi 道怤禅师
'dao'fu'san 道怤三
'dao'guang 道光
'dao'guang'si 道光四
'dao'gui 道贵
'dao'hai 道海
'dao'hai'hui'kan'hui'gong'tan'hong'dao'guang'dao'guang 道海惠龛惠恭昙泓道广道光
'dao'hang 道行
'dao'hang'chan'shi 道行禅师
'dao'heng 道恒
'dao'heng'fa'shi 道恒法师
'dao'hong 道宏
'dao'hong 道洪
'dao'hui 道会
'dao'hui 道慧
'dao'ji 道基
'dao'ji 道积
'dao'ji 道纪
'dao'ji'chan'shi 道济禅师
'dao'jian 道鉴
'dao'jian 道简
'dao'jiao 道矫
'dao'jie 道杰
'dao'jin 道进
'dao'jing'hui'duan 道镜慧端
'dao'jiong 道冏
'dao'jun 道俊
'dao'kai'chan'shi 道楷禅师
'dao'kai'fa'shi 道楷法师
'dao'kuang 道匡
'dao'li 道立
'dao'liang 道亮
'dao'lin 道林
'dao'lin 道琳
'dao'lin'chan'shi 道林禅师
'dao'lin'yuan'chan'shi 道林渊禅师
'dao'long 道隆
'dao'mao'guan 到茂灌
'dao'meng 道猛
'dao'mi 道密
'dao'min 道旻
'dao'ming'chan'shi 道明禅师
'dao'mu 道穆
'dao'ning 道宁
'dao'pan 道判
'dao'pi 道丕
'dao'ping 道凭
'dao'qi 道齐
'dao'qi'chan'shi 道齐禅师
'dao'qian 道谦
'dao'qian'can'zong'gao'chan'shi 道谦参宗杲禅师
'dao'qian'chan'shi 道虔禅师
'dao'qian'chan'shi 道潜禅师
'dao'qin'chan'shi 道钦禅师
'dao'qing 道庆
'dao'qiong 道琼
'dao'quan 道诠
'dao'quan'chan'shi 道诠禅师
'dao'rong 道融
'dao'rong 道容
'dao'ru 道儒
'dao'ru 道如
'dao'shao 道韶
'dao'shen 道慎
'dao'sheng 道升
'dao'sheng 道生
'dao'sheng 道盛
'dao'sheng'da'shi 道生大师
'dao'sheng'fa'shi 道生法师
'dao'sheng'fa'shi'zhi'jin'ling 道生法师至金陵
'dao'shi 道世
'dao'shou 道寿
'dao'shu 道枢
'dao'shu 道树
'dao'shu'chan'shi 道树禅师
'dao'shu'ren 刀述仁
'dao'shun 道舜
'dao'song 道嵩
'dao'sui 道邃
'dao'tai 道泰
'dao'tong 道通
'dao'wang 道暀
'dao'wang 道汪
'dao'wen 道温
'dao'wu 道吾
'dao'wu 道悟
'dao'wu 道晤
'dao'wu'chan'shi 道悟禅师
'dao'wu'fa'shi 道悟法师
'dao'wu'he'shang 道吾和尚
'dao'wu'shan'zong'zhi'chan'shi 道吾山宗智禅师
'dao'wu'xiu 道吾休
'dao'xi 道希
'dao'xian 道贤
'dao'xian 道仙
'dao'xin 道馨
'dao'xin 道信
'dao'xin 道心
'dao'xin'fa'shi 道信法师
'dao'xing 道兴
'dao'xiu 道休
'dao'xuan 道宣
'dao'xuan'lv'shi 道宣律师
'dao'xuan'si 道宣四
'dao'xuan'zuo'zhe 道宣作者
'dao'xun 道愻
'dao'yan 道衍
'dao'yan 道言
'dao'yan 道颜
'dao'yan 道俨
'dao'yi 道一
'dao'yi 道义
'dao'yi 道仪
'dao'yi 道懿
'dao'yi'chan'shi 道一禅师
'dao'yi'he'shang'ru'hua'jin'ge'si 道义和尚入化金阁寺
'dao'yin 道隐
'dao'yin 道因
'dao'yin 道氤
'dao'ying 道膺
'dao'ying 道英
'dao'ying 道营
'dao'ying'chan'shi 道膺禅师
'dao'ying'fa'shi 道膺法师
'dao'you 道幽
'dao'you 道猷
'dao'yu 道育
'dao'yu 道喻
'dao'yuan 道元
'dao'yuan 道圆
'dao'yuan 道渊
'dao'yuan 道爰
'dao'yuan 道瑗
'dao'yuan'fa'shi 道源法师
'dao'yue 道岳
'dao'yue 道悦
'dao'zhao 道昭
'dao'zhao 道照
'dao'zhe 道哲
'dao'zhen 道臻
'dao'zhen 道震
'dao'zhen 道珍
'dao'zhen'chan'shi 道臻禅师
'dao'zheng 道正
'dao'zhou 道胄
'dao'zhou 道舟
'dao'zhuang 道庄
'dao'zong 道宗
'dao'zong 道综
'dao'zu 道祖
'dao'zu'shou'zuo 道祖首座
'dao'zun 道遵
'de'ang 德昂
'de'cheng 德诚
'de'cong 德琮
'de'cong'chan'shi 德聪禅师
'de'cong'fa'ning'er'shi 德聪法宁二师
'de'fu 德富
'de'gan 德感
'de'guang 德光
'de'guang'chan'shi 德光禅师
'de'guang'fa'shi 德光法师
'de'le 德乐
'de'mei 德美
'de'peng'chan'shi 德朋禅师
'de'pu'chan'shi 德普禅师
'de'qian 德谦
'de'qian'chan'shi 德谦禅师
'de'qing 德清
'de'ran 德然
'de'rong'fa'shi 德融法师
'de'shan 德山
'de'shan'mu'shang'zuo'shi 德山木上座师
'de'shan'xuan'jian'chan'shi 德山宣鉴禅师
'de'shao'fa'shi 德韶法师
'de'shao'guo'shi 德韶国师
'de'shao'san 德韶三
'de'sheng 德升
'de'weng'dao'shan 德翁道山
'de'weng'liang'gao 德翁良高
'de'xi'wu'zhao'wu'ai 得喜无照无碍
'de'xin 德馨
'de'xiu 德秀
'de'xiu'si 德秀四
'de'yin'chan'shi'pu'ren 德隐禅师普仁
'de'yin'ren'gong 德隐仁公
'de'zhi'chan'shi'zhu'yuan'tong 德止禅师住圆通
'de'zhou'wang'gui 德州王桂
'de'zhou'ye'shi'nv 德州叶氏女
'deng'di'ba 登底巴
'deng'guan 等观
'deng'shi 登师
'deng'yin'feng 邓隐峰
'deng'yin'feng'chan'shi 邓隐峰禅师
'deng'zhou'quan'zhong 邓州全忠
'di'ba'zu'fo'tuo'nan'ti 第八祖佛陀难提
'di'er'shi'ba'zu'pu'ti'da'mo 第二十八祖菩提达磨
'di'er'shi'duo'zhi'qin'jin'mei'peng'cuo'yong'lie 第二世多智钦晋美彭措勇列
'di'er'shi'er'zu'mo'na'luo 第二十二祖摩拏罗
'di'er'shi'er'zu'mo'na'luo 第二十二祖摩拿罗
'di'er'shi'jiu'zu'hui'ke 第二十九祖慧可
'di'er'shi'jiu'zu'hui'ke'da'shi 第二十九祖慧可大师
'di'er'shi'liu'zu'bu'ru'mi'duo 第二十六祖不如蜜多
'di'er'shi'qi'zu'bo're'duo'luo 第二十七祖般若多罗
'di'er'shi'san'zu'he'le'na 第二十三祖鹤勒那
'di'er'shi'si'zu'shi'zi'bi'qiu 第二十四祖师子比丘
'di'er'shi'wu'zu'po'she'si'duo 第二十五祖婆舍斯多
'di'er'shi'yi'zu'po'xiu'pan'tou 第二十一祖婆修槃头
'di'er'shi'yi'zu'po'xiu'pan'tou 第二十一祖婆修盘头
'di'er'shi'zu'du'ye'duo 第二十祖阇夜多
'di'er'zu'a'nan 第二祖阿难
'di'jin 弟金
'di'jiu'zu'fu'tuo'mi'duo 第九祖伏驮蜜多
'di'jiu'zu'fu'tuo'mi'duo 第九祖伏驮密多
'di'li'ba 帝力巴
'di'li'bo 底黎波
'di'liu'shi'ba'zu'su'zhou'deng'wei'shan'san'feng'fa'cang'chan'shi 第六十八祖苏州邓尉山三峰法藏禅师
'di'liu'shi'er'zu'jin'ling'gao'feng'zhi'xuan'chan'shi 第六十二祖金陵高峰智瑄禅师
'di'liu'shi'gong'tang'cang'da'shi'jiu'mei'dan'bei'wang'xu 第六世贡唐仓大师久美丹贝旺旭
'di'liu'shi'jiu'zu'heng'zhou'nan'yue'bo're'si'tui'weng'hong'chu'chan'shi 第六十九祖衡州南岳般若寺退翁弘储禅师
'di'liu'shi'liu'zu'jing'xi'yu'men'zheng'zhuan'chan'shi 第六十六祖荆溪禹门正传禅师
'di'liu'shi'qi'zu'ming'zhou'tian'tong'yuan'wu'chan'shi 第六十七祖明州天童圆悟禅师
'di'liu'shi'san'zu'jin'ling'ben'rui'chan'shi 第六十三祖金陵本瑞禅师
'di'liu'shi'si'zu'yu'quan'ming'cong'chan'shi 第六十四祖玉泉明聪禅师
'di'liu'shi'wu'zu'yuan'tong'de'bao'chan'shi 第六十五祖圆通德宝禅师
'di'liu'shi'yi'zu'jin'ling'dong'shan'yong'ci'chan'shi 第六十一祖金陵东山永慈禅师
'di'liu'shi'zu'dong'ming'hui'chan'chan'shi 第六十祖东明慧旵禅师
'di'liu'zu'mi'zhe'jia 第六祖弥遮迦
'di'luo'ba 底洛巴
'di'qi'zu'po'xu'mi 第七祖婆须蜜
'di'qi'zu'po'xu'mi 第七祖婆须密
'di'san'shi'ba'zu'lin'ji'yi'xuan'chan'shi 第三十八祖临济义玄禅师
'di'san'shi'duo'zhi'qin'jin'mei'dan'bei'ni'ma 第三世多智钦晋美丹悲尼玛
'di'san'shi'er'zu'hong'ren 第三十二祖弘忍
'di'san'shi'er'zu'hong'ren'da'shi 第三十二祖弘忍大师
'di'san'shi'jiang'gong'kang'chu'ren'bo'qie 第三世蒋贡康楚仁波切
'di'san'shi'jiu'zu'xing'hua'cun'jiang'chan'shi 第三十九祖兴化存奖禅师
'di'san'shi'liu'zu'bai'zhang'huai'hai'chan'shi 第三十六祖百丈怀海禅师
'di'san'shi'qi'zu'huang'bo'xi'yun'chan'shi 第三十七祖黄檗希运禅师
'di'san'shi'san'zu'hui'neng 第三十三祖慧能
'di'san'shi'san'zu'hui'neng'da'shi 第三十三祖惠能大师
'di'san'shi'si'zu'nan'yue'huai'rang'chan'shi 第三十四祖南岳怀让禅师
'di'san'shi'wu'zu'jiang'xi'dao'yi'chan'shi 第三十五祖江西道一禅师
'di'san'shi'yi'zu'dao'xin 第三十一祖道信
'di'san'shi'yi'zu'dao'xin'da'shi 第三十一祖道信大师
'di'san'shi'zu'seng'can 第三十祖僧璨
'di'san'shi'zu'seng'can'da'shi 第三十祖僧璨大师
'di'san'zu'shang'na'he'xiu 第三祖商那和修
'di'shi'ba'si'ba 帝师癹思八
'di'shi'ba'si'ba 帝师癹思巴
'di'shi'ba'zu'ga'xie'she'duo 第十八祖伽邪舍多
'di'shi'ba'zu'ga'ye'she'duo 第十八祖伽耶舍多
'di'shi'er'zu'ma'ming 第十二祖马鸣
'di'shi'er'zu'ma'ming'da'shi 第十二祖马鸣大士
'di'shi'jie 帝示阶
'di'shi'jiu'zu'jiu'mo'luo'duo 第十九祖鸠摩罗多
'di'shi'liu'zu'luo'hou'luo'duo 第十六祖罗睺罗多
'di'shi'qi'zu'seng'ga'nan'ti 第十七祖僧伽难提
'di'shi'san'zu'jia'pi'mo'luo 第十三祖迦毗摩罗
'di'shi'si'zu'long'shu 第十四祖龙树
'di'shi'si'zu'long'shu'zun'zhe 第十四祖龙树尊者
'di'shi'wu'zu'jia'na'ti'po 第十五祖迦那提婆
'di'shi'yi'zu'fu'na'ye'she 第十一祖富那夜奢
'di'shi'zu'xie'zun'zhe 第十祖胁尊者
'di'shui'yi'mu 滴水宜牧
'di'si'shi'ba'zu'zhao'jue'ke'qin'chan'shi 第四十八祖昭觉克勤禅师
'di'si'shi'duo'zhi'qin'ren'bo'qie 第四世多智钦仁波切
'di'si'shi'er'zu'shou'shan'sheng'nian'chan'shi 第四十二祖首山省念禅师
'di'si'shi'jiu'zu'hu'qiu'shao'long'chan'shi 第四十九祖虎丘绍隆禅师
'di'si'shi'liu'zu'bai'yun'shou'duan'chan'shi 第四十六祖白云守端禅师
'di'si'shi'qi'zu'wu'zu'fa'yan'chan'shi 第四十七祖五祖法演禅师
'di'si'shi'san'zu'fen'zhou'tai'zi'yuan'shan'zhao'chan'shi 第四十三祖汾州太子院善昭禅师
'di'si'shi'si'zu'shi'shuang'chu'yuan'chan'shi 第四十四祖石霜楚圆禅师
'di'si'shi'wu'zu'yang'qi'fang'hui'chan'shi 第四十五祖杨岐方会禅师
'di'si'shi'xia'ba'huo'fo'jiang'yang'ke'zhu 第四世夏坝活佛降央克珠
'di'si'shi'yi'zu'feng'xue'yan'zhao'chan'shi 第四十一祖风穴延沼禅师
'di'si'shi'zu'nan'yuan'hui'yong'chan'shi 第四十祖南院慧颙禅师
'di'si'zu'you'bo'ju'duo 第四祖优波鞠多
'di'wa'da'si 底哇答思
'di'wu'shi'ba'zu'su'zhou'wan'feng'shi'wei'chan'shi 第五十八祖苏州万峰时蔚禅师
'di'wu'shi'duo'zhi'qin'jin'mei'tu'dan'long'yang'ren'zeng'jia'cuo 第五世多智钦晋美图丹龙杨仁增嘉措
'di'wu'shi'duo'zhi'qin'ren'bo'qie'tu'deng'long'yang'ren'zeng'jia'cuo'huo'fo 第五世多智钦仁波切土登龙洋仁增嘉措活佛
'di'wu'shi'er'zu'po'an'zu'xian'chan'shi 第五十二祖破庵祖先禅师
'di'wu'shi'ga'ma'gu'qian'ren'bo'qie 第五世嘎玛古千仁波且
'di'wu'shi'jiu'zu'bao'zang'pu'chi'chan'shi 第五十九祖宝藏普持禅师
'di'wu'shi'liu'zu'tian'mu'ming'ben'chan'shi 第五十六祖天目明本禅师
'di'wu'shi'qi'zu'qian'yan'yuan'chang'chan'shi 第五十七祖千岩元长禅师
'di'wu'shi'san'zu'jing'shan'shi'fan'chan'shi 第五十三祖径山师范禅师
'di'wu'shi'si'zu'yang'shan'zu'qin'chan'shi 第五十四祖仰山祖钦禅师
'di'wu'shi'wu'zu'tian'mu'yuan'miao'chan'shi 第五十五祖天目原妙禅师
'di'wu'shi'yi'zu'mi'an'xian'jie'chan'shi 第五十一祖密庵咸杰禅师
'di'wu'shi'zu'ying'an'tan'hua'chan'shi 第五十祖应庵昙华禅师
'di'wu'zu'ti'duo'jia 第五祖提多迦
'di'wu'zu'ti'duo'jia'zhe 第五祖提多迦者
'di'yi'shi'an'zhang'zhu'ba 第一世安章竹巴
'di'yi'shi'duo'zhi'qin'jin'mei'chun'lei'wo'sa 第一世多智钦晋美春雷沃萨
'di'yi'shi'jiang'gong'kang'chu'luo'zhuo'ta'ye 第一世蒋贡康楚罗卓他耶
'di'yi'zu'mo'he'jia'ye 第一祖摩诃迦叶
'di'zang 地藏
'dian'dian'shi 点点师
'ding'fan 丁繁
'ding'ga'ba 顶嘎巴
'ding'guang 定光
'ding'guo'qin'zhe'ren'bo'qie 顶果钦哲仁波切
'ding'jian'hong 丁剑虹
'ding'lan 定兰
'ding'lin 定林
'ding'ma'zha'meng 丁玛渣孟
'ding'ran'fa'shi 定然法师
'ding'shan'zu'chan 定山祖禅
'ding'xi'fa'shi 定西法师
'ding'xu 鼎需
'ding'yan 定演
'ding'zhao'chan'shi'dao'kai 定照禅师道楷
'ding'zhou'ling'yan'an'chan'shi 鼎州灵岩安禅师
'ding'zhu 定诸
'dong'chu'fa'shi 东初法师
'dong'du'fa'yun'da'tong'chan'shi'shan'ben 东都法云大通禅师善本
'dong'du'sheng'shan'si'da'shi'ning'gong 东都圣善寺大师凝公
'dong'fang'man'qian 东方曼倩
'dong'guo'hua 董国华
'dong'guo'hui'mu'shan 东国慧目山
'dong'guo'shi'xiang 东国实相
'dong'guo'tong'li 东国桐里
'dong'hai'zhu'yuan 东海竺源
'dong'ji 董吉
'dong'jian'jian'yi 东渐健易
'dong'jing'pu'jing'yuan'chang'jue'chan'shi 东京普净院常觉禅师
'dong'li'hong'hui 东里弘会
'dong'lin'chang'zong'chan'shi 东林常总禅师
'dong'lin'pu'ji'da'shi 东林普济大师
'dong'lin'yuan'chan'shi 东林远禅师
'dong'lin'zhao'jue'zong'chan'shi 东林照觉总禅师
'dong'lin'zong'chan'shi 东林总禅师
'dong'men'chan'hai 洞门禅海
'dong'ming'fa'shi'hui'ri 东溟法师慧日
'dong'ming'ri'chan'shi 东溟日禅师
'dong'ming'ri'fa'shi 东溟日法师
'dong'qi'chang 董其昌
'dong'shan 洞山
'dong'shan'bao 洞山宝
'dong'shan'bing 洞山禀
'dong'shan'chu'chan'shi 洞山初禅师
'dong'shan'cong'chan'shi 洞山聪禅师
'dong'shan'cong'xiang'an'zhu 洞山聪祥庵主
'dong'shan'dao'jin'chan'shi 洞山道金禅师
'dong'shan'jia'chan'shi 洞山价禅师
'dong'shan'liang'jia'chan'shi 洞山良价禅师
'dong'shan'shou'chu'chan'shi 洞山守初禅师
'dong'shan'yuan'chan'shi 东山源禅师
'dong'si 东寺
'dong'song'seng 东松僧
'dong'tian'zhu'guo'a'yu'wang 东天竺国阿育王
'dong'wei'tian'zhu'qu'tan'bo're'liu'zhi 东魏天竺瞿昙般若流支
'dong'xing'mu'li'shi 董性母李氏
'dong'yang'ying'chao 东阳英朝
'dong'yuan'zai 董元宰
'dong'yue'cheng'jun 东岳承晙
'dong'zhao'zhou'yan 东沼周严
'dong'zheng'zhi'ju'shi 董正之居士
'dou'kuang 都贶
'dou'lv'yue 兜率悦
'dou'lv'zhao'chan'shi 兜率照禅师
'du'bu'ba 笃布巴
'du'bu'ba'xi'rao'jian'zan 笃补巴喜饶坚赞
'du'dun'luo'zhe'zha'ba 杜敦罗哲札巴
'du'feng'shan 毒峰善
'du'feng'shan'chan'shi 毒峰善禅师
'du'fu'yan 杜辅言
'du'gan'di 杜甘帝
'du'huan'fa'shi 度寰法师
'du'ju'shi 杜居士
'du'ke'ming 杜克明
'du'lan'da'li'bo 阇烂达梨波
'du'na'jue'duo 阇那崛多
'du'qi'gong 杜祁公
'du'shun 杜顺
'du'shun'fa'shi 杜顺法师
'du'ti'si'na 阇提斯那
'du'wei'li'zun'xu 都尉李遵勖
'du'yan 杜衍
'du'yan'zhi 杜彦之
'du'ye'na 阇夜那
'du'yuan'cheng'zhu 独园承珠
'du'zhan'xing'ying 独湛性莹
'du'zi'xun 杜子巽
'duan'fu 端甫
'duan'he'shang 端和尚
'duan'qiao'lun'chan'shi 断桥伦禅师
'duan'qiao'miao'lun'chan'shi 断桥妙伦禅师
'duan'shi'zi 端狮子
'duan'ya'chan'shi'cong'yi 断崖禅师从一
'duan'ya'le'yi'chan'shi 断崖了义禅师
'duan'yu 端裕
'duan'yu'chan'shi 端裕禅师
'duan'yuan 端愿
'dun'huang'pu'sa'fa'hu 炖煌菩萨法护
'dun'huang'sha'men'dan'dao 炖煌沙门单道
'dun'weng'le'yu 钝翁了愚
'dun'zhu'ning'bo'che'di'er'shi 敦珠宁波车第二世
'duo'an'huo'fo 多安活佛
'duo'bi'ba 多毕巴
'duo'jie'ba 多杰巴
'duo'ju'jia'cuo 多居嘉措
'duo'ka'li'ba 多卡力巴
'duo'luo'na'ta 多罗那他
'duo'shi'huo'fo 多识活佛
'duo'zhi'qin'ren'bo'qie 多智钦仁波切
'e'er'qin'gong'ga'sang'bo 俄尔钦贡噶桑波
'e'hu 鹅湖
'e'hu'chan'shi 鹅湖禅师
'e'hu'shan'da'yi'chan'shi 鹅湖山大义禅师
'e'luo'dan'xi'rao 俄洛丹喜饶
'e'mi'tuo'fo 阿弥陀佛
'e'shan'chang'zhen 峨山昌祯
'e'shan'ci'zhuo 峨山慈桌
'en'sa'luo'sang'dan'zhu 恩萨罗桑丹珠
'en'sa'suo'nan'qu'lang 恩萨索南曲朗
'er'bao'yue'da'shi 二宝月大师
'er'shi'ba'zu'pu'ti'da'mo 二十八祖菩提达磨
'er'shi'ba'zu'pu'ti'da'mo'da'shi 二十八祖菩提达磨大师
'er'shi'ba'zu'pu'ti'da'mo'zun'zhe 二十八祖菩提达磨尊者
'er'shi'er'zu'he'le'na'zun'zhe 二十二祖鹤勒那尊者
'er'shi'er'zu'mo'na'luo'chuan'fa'he'le'na 二十二祖摩拏罗传法鹤勒那
'er'shi'er'zu'mo'na'luo'da'shi 二十二祖摩拏罗大士
'er'shi'er'zu'mo'na'luo'zun'zhe 二十二祖摩拏罗尊者
'er'shi'er'zu'mo'na'luo'zun'zhe 二十二祖摩拿罗尊者
'er'shi'jiu'zu'hui'ke'da'zu'chan'shi 二十九祖慧可大祖禅师
'er'shi'liu'zu'bu'ru'mi'duo'chuan'fa'bo're'duo'luo 二十六祖不如蜜多传法般若多罗
'er'shi'liu'zu'bu'ru'mi'duo'zun'zhe 二十六祖不如蜜多尊者
'er'shi'liu'zu'bu'ru'mi'duo'zun'zhe 二十六祖不如密多尊者
'er'shi'qi'zu'bo're'duo'luo'chuan'fa'pu'ti'da'mo 二十七祖般若多罗传法菩提达磨
'er'shi'qi'zu'bo're'duo'luo'zun'zhe 二十七祖般若多罗尊者
'er'shi'san'zu'he'le'na'chuan'fa'shi'zi'bi'qiu 二十三祖鹤勒那传法师子比丘
'er'shi'san'zu'he'le'na'da'shi 二十三祖鹤勒那大士
'er'shi'san'zu'he'le'na'zun'zhe 二十三祖鹤勒那尊者
'er'shi'san'zu'shi'zi'zun'zhe 二十三祖师子尊者
'er'shi'si'zu'shi'zi'bi'qiu'chuan'fa'po'she'si'duo 二十四祖师子比丘传法婆舍斯多
'er'shi'si'zu'shi'zi'bi'qiu'zun'zhe 二十四祖师子比丘尊者
'er'shi'si'zu'shi'zi'zun'zhe 二十四祖师子尊者
'er'shi'wu'zu'po'she'si'duo 二十五祖婆舍斯多
'er'shi'wu'zu'po'she'si'duo'chuan'fa'bu'ru'mi'duo 二十五祖婆舍斯多传法不如蜜多
'er'shi'wu'zu'po'she'si'duo'zun'zhe 二十五祖婆舍斯多尊者
'er'shi'yi'zu'mo'na'luo'zun'zhe 二十一祖摩拏罗尊者
'er'shi'yi'zu'po'xiu'pan'tou'chuan'fa'mo'na'luo 二十一祖婆修盘头传法摩拏罗
'er'shi'yi'zu'po'xiu'pan'tou'da'shi 二十一祖婆修盘头大士
'er'shi'yi'zu'po'xiu'pan'tou'zun'zhe 二十一祖婆修盘头尊者
'er'shi'zu'du'ye'duo'chuan'fa'po'xiu'pan'tou 二十祖阇夜多传法婆修盘头
'er'shi'zu'du'ye'duo'da'shi 二十祖阇夜多大士
'er'shi'zu'du'ye'duo'zun'zhe 二十祖阇夜多尊者
'er'shi'zu'po'xiu'pan'tuo'zun'zhe 二十祖婆修槃驮尊者
'er'shi'zu'she'ye'duo'zun'zhe 二十祖奢夜多尊者
'er'xiao'shi 二萧师
'er'zu'a'nan 二祖阿难
'er'zu'a'nan'chuan'fa'shang'na'he'xiu 二祖阿难传法商那和修
'er'zu'a'nan'tuo'zun'zhe 二祖阿难陀尊者
'er'zu'a'nan'zun'zhe 二祖阿难尊者
'er'zu'bei'qi'zun'zhe'hui'wen 二祖北齐尊者慧文
'er'zu'hui'ke 二祖慧可
'er'zu'hui'ke'da'shi 二祖惠可大师
'er'zu'hui'ke'da'shi 二祖慧可大师
'er'zu'hui'ke'da'shi'zun'zhe 二祖慧可大师尊者
'fa'an 法安
'fa'bao 法宝
'fa'bao'chan'shi 法宝禅师
'fa'ben 法本
'fa'bian 法辩
'fa'cang 法藏
'fa'cang'da'shi 法藏大师
'fa'chang 法常
'fa'chang'chan'shi 法常禅师
'fa'chang'yu'chan'shi 法昌遇禅师
'fa'chao 法超
'fa'cheng 法诚
'fa'cheng 法成
'fa'cheng 法澄
'fa'cheng 法称
'fa'chi 法持
'fa'chong 法充
'fa'chong 法冲
'fa'chong 法宠
'fa'chong'fa'shi 法宠法师
'fa'chuan 法船
'fa'chun 法纯
'fa'ci 法慈
'fa'cong 法聪
'fa'cong'chan'shi 法聪禅师
'fa'deng'chan'shi 法灯禅师
'fa'deng'qin'gong 法灯钦公
'fa'du 法度
'fa'du'luo'fo'duo'zun'zhe 伐阇罗佛多尊者
'fa'duan 法端
'fa'fang'fa'shi 法舫法师
'fa'gong 法恭
'fa'guang 法光
'fa'hai 法海
'fa'hai'li'chan'shi 法海立禅师
'fa'he 法和
'fa'hu 法护
'fa'hua'ju 法华举
'fa'hua'ju'chan'shi 法华举禅师
'fa'hua'long'chan'shi 法华隆禅师
'fa'hui 法惠
'fa'hui 法慧
'fa'jian 法建
'fa'jiang 法江
'fa'jin 法进
'fa'jing 法镜
'fa'jing 法京
'fa'jing 法净
'fa'jiu 法久
'fa'jun 法俊
'fa'jun 法均
'fa'kai 法开
'fa'kai'kai 法揩楷
'fa'kan 法侃
'fa'ke'fa'shi 筏可法师
