'a'jiao'nian'wei'duo 阿娇年未多
'bao'shi'fu'he'xin 饱食复何心
'bao'su'nan'ke'lun 薄俗难可论
'bao'sui'jing'di'chu 暴隋竟涤除
'bao'ta'ling'tai'kong 宝塔凌太空
'bao'tian'tian'wu'sheng'suo'ai 暴殄天物圣所哀
'bao'wan'qing'si'qi 薄晚青丝骑
'bao'wang'huo'qian'wen 暴尪或前闻
'bao'wen'chun'qiu'pi 饱闻春秋癖
'bao'wen'jing'qu'tang 饱闻经瞿塘
'bao'xie'wei'niao'fei 褒斜惟鸟飞
'bao'ye'han'chan'jing 抱叶寒蝉静
'bao'yi'hao'zhi'jin 薄倚浩至今
'bao'yu'san'zhao'chu 抱玉三朝楚
'bao'zhi'yi'wei'han 报之以微寒
'bao'zhu'shen'yi'lao 报主身已老
'bao'zi'qu'lao'xian 报兹劬劳显
'bei'ban'zhao'si'yi 碑版照四裔
'bei'bie'shang'shi'zu 北别伤士卒
'bei'cheng'bei'jia'fa 北城悲笳发
'bei'chuang'liang'qi'duo 北窗凉气多
'bei'ci'gu'rou'qin 倍此骨肉亲
'bei'dao'bai'man'kai 碑到百蛮开
'bei'dou'hui'xin'sui 北斗回新岁
'bei'dou'si'hou'she 北斗司喉舌
'bei'duan'jian'ge'yu 北断剑阁隅
'bei'dui'xi'kang'zhou 北对西康州
'bei'duo'huan'zi'shu 悲多欢自疏
'bei'duo'wen'zi'gu 贝多文字古
'bei'fa'sheng'yu'mai 北伐声逾迈
'bei'fang'jue'dai'tu'qing'guo 北方绝代徒倾国
'bei'fei'yu'he'dai 卑飞欲何待
'bei'feng'bian'ma'ai 北风边马哀
'bei'feng'can'can'tou'wen'quan 北风惨惨投温泉
'bei'feng'chui'duan'tian'shan'cao 北风吹断天山草
'bei'feng'chui'guo'wu'hu'bin 北风吹过五湖滨
'bei'feng'chui'jian'jia 北风吹蒹葭
'bei'feng'chui'sha'juan'bai'cao 北风吹沙卷白草
'bei'feng'chui'wan'li 北风吹万里
'bei'feng'chui'wei'xue 北风吹微雪
'bei'feng'chui'yan'wu 北风吹烟物
'bei'feng'chui'yan'xue'fen'fen 北风吹雁雪纷纷
'bei'feng'chui'zhang'li 北风吹瘴疠
'bei'feng'fang'yi'xing 悲风方一醒
'bei'feng'he'sao'sao 北风何骚骚
'bei'feng'ji'lin'yu 北风击林箊
'bei'feng'juan'di'bai'cao'zhe 北风卷地白草折
'bei'feng'po'nan'ji 北风破南极
'bei'feng'qi'han'wen 北风起寒文
'bei'feng'qian'li'lai 悲风千里来
'bei'feng'ri'mu'duo 悲风日暮多
'bei'feng'shao'shao'fei 悲风稍稍飞
'bei'feng'sheng'jiu'pu 悲风生旧浦
'bei'feng'sheng'wei'xiao 悲风生微绡
'bei'feng'si'shang'duan 悲风丝上断
'bei'feng'wei'wo'cong'tian'lai 悲风为我从天来
'bei'feng'wei'wo'qi 悲风为我起
'bei'feng'ye'juan'chi'ting'kou 北风夜卷赤亭口
'bei'ge'bin'fa'bai 悲歌鬓发白
'bei'ge'shang'yun'ti 悲歌上云梯
'bei'ge'shu'nian'lei'ru'yu 悲歌数年泪如雨
'bei'ge'yi'bu'ping 悲歌益不平
'bei'ge'zai'yi'ting 悲歌在一听
'bei'gong'dai'xiao'han 北拱戴霄汉
'bei'gong'tang'dian'xiu 卑宫堂殿修
'bei'gu'tan'sheng'man 北固滩声满
'bei'guan'zhu'qing'se 悲管逐清瑟
'bei'he'duan'zhai'bin'ru'si 被褐短窄鬓如丝
'bei'he'jian'bei'yan 背河见北雁
'bei'he'lie'chang'wei 背河列长围
'bei'hou'chui'sheng'yu 背后吹笙竽
'bei'hou'he'suo'jian 背后何所见
'bei'hu'duo'nan'feng 北户多南风
'bei'hui'bai'di'zhao 北回白帝棹
'bei'jia'chu'di'ji 悲笳出帝畿
'bei'jia'shu'sheng'dong 悲笳数声动
'bei'jian'sheng'ya'bai'you'ji 悲见生涯百忧集
'bei'jie'jiu'zhi'cun 碑碣旧制存
'bei'jin'wu'ting'zhi 贝锦无停织
'bei'jing'guan'lu'she 北京关路赊
'bei'jun'bai'yu'pan 悲君白玉盘
'bei'ke'shi'ci'chun 北客始辞春
'bei'ke'yu'liu'ti 北客欲流涕
'bei'kuan'sai'shang'weng 悲宽塞上翁
'bei'lai'zhu'jing'wei 北来注泾渭
'bei'li'fu'xun'tian 北里富熏天
'bei'lian'zi'nv'hao 悲怜子女号
'bei'lin'kong'zi'hun 北林空自昏
'bei'lin'nai'ren'guo 北邻耐人聒
'bei'lin'you'you'zhu 北邻有幽竹
'bei'lou'xi'wang'man'qing'kong 北楼西望满晴空
'bei'men'tian'jiao'zi 北门天骄子
'bei'ming'lei'zhi'di 悲鸣泪至地
'bei'pan'po'lang'ji 杯盘颇狼藉
'bei'qi'pai'di'hun 悲气排帝阍
'bei'qu'bu'yi'quan'yu'ji 被驱不异犬与鸡
'bei'qu'han'yang'chuan 北驱汉阳传
'bei'quan'gong'you'ye 悲泉共幽咽
'bei'que'jian'duan'mian 北阙见端冕
'bei'que'qing'yun'peng'jin'wei 北阙晴云捧禁闱
'bei'que'shen'en'zai 北阙深恩在
'bei'que'wu'ming'zhu 北阙忤明主
'bei'que'xia'ming'tai 北阙下明台
'bei'que'xin'chu'jian 北阙欣初见
'bei'que'yan'mi'zhu 北阙颜弥驻
'bei'que'yao'fen'man 北阙妖氛满
'bei'ren'ting'ba'lei'jiang'luo 北人听罢泪将落
'bei'ruo'gu'zheng'hong 背若孤征鸿
'bei'shan'shu'yu'dian'chao'yi 北山疏雨点朝衣
'bei'shan'you'fang'du 北山有芳杜
'bei'shang'deng'ji'men 北上登蓟门
'bei'shang'ri'yu'bin 陂上日娱宾
'bei'shang'wei'tu'shan 北上唯土山
'bei'shen'tian'heng'ke 悲甚田横客
'bei'shi'jing'da'han 北使经大寒
'bei'shou'jin'yang'jia 北收晋阳甲
'bei'shui'dan'yi'lv 陂水淡已绿
'bei'si'yu'ji'guan 悲丝与急管
'bei'tai'xiao'sa'shi'long'zong 悲台萧飒石巃嵸
'bei'tang'wu'yue'qiu 陂塘五月秋
'bei'tang'yi'men'wang'jun'yi 北堂倚门望君忆
'bei'tang'ying'jiu'dai 北堂应久待
'bei'ting'ku'han'di 北庭苦寒地
'bei'ting'shu'you'guan'zhong'shi 北庭数有关中使
'bei'ting'song'zhuang'shi 北庭送壮士
'bei'wang'ji'chang'lang 北望极长廊
'bei'wang'sha'mo'chui 北望沙漠垂
'bei'wang'tai'hang'shan 北望太行山
'bei'wang'xiang'guan'sheng'ke'chou 北望乡关生客愁
'bei'xin'dan'kuang'gu 悲辛但狂顾
'bei'xing'mo'qian'chi 杯行莫遣迟
'bei'yan'song'chi'yi 北雁送驰驿
'bei'yuan'jiu'jing'wei 北辕就泾渭
'bei'yuan'qie'bu'gun 备员窃补衮
'bei'zhai'you'liang'qi 北斋有凉气
'bei'zhan'chang'an'dao 北瞻长安道
'bei'zhi'cheng'wu'chuan 卑枝成屋椽
'bei'zhi'di'jie'zi 卑枝低结子
'bei'zhi'kong'tong'bao 北知崆峒薄
'bei'zhi'shuang'lu'zi 北枝霜露滋
'bei'zhong'lv'yi'chui'zhuan'lai 杯中绿蚁吹转来
'bei'zhu'ling'qing'he 北渚凌青荷
'bei'zi'gan'tang'shu 被兹甘棠树
'bei'zou'jing'xian'jian 北走经险艰
'ben'bo'zou'feng'chen 奔波走风尘
'ben'chao'bu'ru'fei'gao'ji 本朝不入非高计
'ben'chao'zai'shu'li 本朝再树立
'ben'cou'si'chao'dong 奔凑似朝东
'ben'kuan'xi'nan'shi 本梡稀难识
'ben'she'zou'hui'shi'ru'zuo 奔蛇走虺势入坐
'ben'shi'chi'zhong'wu 本是池中物
'ben'shi'han'song'ye 本是寒松液
'ben'shi'wang'you'wu 本是忘忧物
'ben'tao'zhen'shi'bi 奔涛振石壁
'ben'teng'xian'li'zhi 奔腾献荔支
'ben'yi'you'di'fang 本亦有堤防
'ben'yu'fu'qi'ji 本欲附骐骥
'ben'yu'hou'zhi'ji 本欲候知己
'ben'yu'qin'lan'hui 本欲亲兰蕙
'ben'zhi'jiang'wo'li 本枝疆我李
'ben'zhi'lian'di'xi 本枝连帝系
'ben'zhou'cong'shi'zhi'ming'jiu 本州从事知名久
'ben'zhu'qi'wu'mou 畚筑岂无谋
'ben'zi'bao'zhi'gua 本自保知寡
'ben'zi'chu'shan'yuan 本自出山原
'ben'zi'han'nv'chu 本自寒女出
'ben'zou'chao'wan'guo 奔走朝万国
'beng'cha'wo'mu'zheng'cui'zhe 崩槎卧木争摧折
'beng'cheng'hui'bi'zhi'jin'zai 崩城毁壁至今在
'beng'dong'lan'yin'hu 崩冻岚阴昈
'beng'he'fang'jian'she 崩壑方见射
'beng'lei'you'yin'shi'ru'zuo 迸泪幽吟事如昨
'beng'po'kai'qi'qing 崩迫开其情
'beng'shi'heng'yin'yan 崩石横阴巘
'beng'shi'qi'shan'shu 崩石欹山树
'beng'sun'chuan'jie'ta'hai'chu 迸笋穿阶踏还出
'beng'teng'ji'bai'ling 崩腾集百灵
'beng'teng'rong'ma'ji 崩腾戎马际
'beng'ya'long'tui'gu 崩崖龙退骨
'bi'an'sui'fang'cao 逼岸随芳草
'bi'bang'ben'jue'jiang 彼邦本倔强
'bi'cang'hui'xuan'ren'de'zhi 彼苍回轩人得知
'bi'cang'xiu'lin'zhe 闭藏修鳞蛰
'bi'ce'bing'ma'jian 逼侧兵马间
'bi'ce'dai'fu'dian 逼侧殆覆颠
'bi'ce'reng'qu'qin 逼侧仍岖嶔
'bi'chuang'song'yue'wu'dong'chun 碧窗松月无冬春
'bi'di'he'shi'mian'chou'ku 避地何时免愁苦
'bi'duan'lai'yi'jiu 笔端来已久
'bi'duan'tong'zao'hua 笔端通造化
'bi'fei'luan'song'li 笔飞鸾耸立
'bi'feng'jia'shi'yi'xie'zhen 必逢佳士亦写真
'bi'fu'dao'wu'xia 鄙夫到巫峡
'bi'fu'reng'jiu'guan 鄙夫仍旧官
'bi'fu'xing'shuai'xie 鄙夫行衰谢
'bi'fu'yi'fang'dang 鄙夫亦放荡
'bi'ge'ji'liao'chang'dui'ci 闭阁寂寥常对此
'bi'gong'tou'shang'guan 比公头上冠
'bi'gu'yi'qian'qiu 闭骨已千秋
'bi'guan'chang'yan'ru 闭关常晏如
'bi'guan'ren'shi'xiu 闭关人事休
'bi'hai'chui'yi'shang 碧海吹衣裳
'bi'hai'zhen'nan'she 碧海真难涉
'bi'hong'yi'lao'wei'yan'shao 毕宏已老韦偃少
'bi'hui'juan'wei'fang 碧蕙捐微芳
'bi'ji'yuan'guo'yang'qi'dan 笔迹远过杨契丹
'bi'jing'mo'miao'cheng'kan'zhong 笔精墨妙诚堪重
'bi'jing'yi'yan'zheng 毕景遗炎蒸
'bi'jing'zhu'xing'biao 毕景驻行镳
'bi'jiu'sui'yu'li 碧酒随玉粒
'bi'jue'jin'li'gen 必绝祲沴根
'bi'jun'wei'wo'ben 彼军为我奔
'bi'kan'shu'bai'si'shi'ren 比看叔伯四十人
'bi'kong'he'chu'lai'shi'lu 碧空何处来时路
'bi'kou'bu'gan'yan 闭口不敢言
'bi'kou'xiu'tan'xi 闭口休叹息
'bi'kou'yi'fen'san 避寇一分散
'bi'li'po'yu'di 笔力破馀地
'bi'li'shi'cheng'heng'sai'qi 壁立石城横塞起
'bi'li'yuan'jie'zhu'ying'ci 薜荔缘阶竹映祠
'bi'lu'lin'xun'tuan 弊庐临迅湍
'bi'lu'zhong'nan'xia 敝庐终南下
'bi'luo'jing'feng'yu 笔落惊风雨
'bi'luo'tong'yi'qi 薜萝通驿骑
'bi'ma'tai'zhong'gui 避马台中贵
'bi'men'kong'fu'zi'xu'cheng 闭门空赋子虚成
'bi'men'sheng'bai'fa 闭门生白发
'bi'men'wu'bu'ke 闭门无不可
'bi'mian'hu'hao'e 彼免狐貉厄
'bi'mu'yu'shi'xun 闭目逾十旬
'bi'qiang'zou'ma'shui'jia'er 臂枪走马谁家儿
'bi'qie'zai'chang'men 闭妾在长门
'bi'qiu'he'chi'lian'bai'jie 敝裘何啻联百结
'bi'qiu'lei'ma'dong'yu'si 弊裘羸马冻欲死
'bi'qiu'zhan'mu'xue 敝裘沾暮雪
'bi'quan'geng'you'jue 碧泉更幽绝
'bi're'shi'lai'gui 避热时来归
'bi'ren'fen'jian'cao 避人焚谏草
'bi'ren'feng'mo'juan 鄙人奉末眷
'bi'ren'gua'dao'qi 鄙人寡道气
'bi'ruo'jiu'chuang'yi 必若救疮痍
'bi'se'hu'chou'chang 碧色忽惆怅
'bi'se'li'ji'tie 壁色立积铁
'bi'shan'qing'you'shi 碧山晴又湿
'bi'shang'xuan'jiao'gong 臂上悬角弓
'bi'shi'chang'ci'lu 避世常此路
'bi'shi'cong'rong'jin'ma'men 避世从容金马门
'bi'shi'feng'hou'xiang 必是封侯相
'bi'shu'ling'long'han'chun'feng 碧疏玲珑含春风
'bi'shu'tou'seng'jia 避暑投僧家
'bi'shu'wei'rui'han'geng'fang 碧树萎蕤寒更芳
'bi'shui'ming'kong'wei'niao'fei 碧水冥空惟鸟飞
'bi'suan'chao'wei'yang 鼻酸朝未央
'bi'tan'qian'yu'chi 碧潭千馀尺
'bi'ti'shuang'luo'mu 碧题霜罗幕
'bi'tian'he'yan'kong'zhui'lu 碧天何言空坠露
'bi'tuo'huang'jin'pei 必脱黄金辔
'bi'wa'chu'han'wai 碧瓦初寒外
'bi'wa'zhu'meng'zhao'cheng'guo 碧瓦朱甍照城郭
'bi'wei'qiang'yu'cao 碧委墙隅草
'bi'wei'ti'shi'dian 笔为题诗点
'bi'wen'tong'li'huo 比闻同罹祸
'bi'wu'hao'hua'gu'nan'shu 比屋豪华固难数
'bi'wu'kong'hui'yuan 比屋空毁垣
'bi'wu'reng'e'jie 比物仍恶讦
'bi'xi'yun'shan'xin 碧洗云山新
'bi'xia'wei'kan'ji'dian'liu 笔下惟看激电流
'bi'xian'fang'you'ri 避贤方有日
'bi'xian'ju'zhao'zhu 碧鲜俱照箸
'bi'xian'zheng'yuan'yuan 俾贤拯元元
'bi'xiao'lai'xia'ting'hai'jin 碧霄来下听还近
'bi'xie'fang'yi'zhan 弼谐方一展
'bi'xing'an'ke'ya 彼行安可涯
'bi'xing'zhan'gui'tian 比兴展归田
'bi'xuan'gan'meng'hu 避喧甘猛虎
'bi'yu'hou'tang'kai 碧玉后堂开
'bi'zao'fei'bu'mao 碧藻非不茂
'bi'ze'he'bi'ze 逼仄何逼仄
'bi'ze'wei'chuang'jian 弊箦委窗间
'bi'zei'jin'shi'gui 避贼今始归
'bi'zha'wang'suo'shen 笔札枉所申
'bi'zhen'du'sao'qian'ren'jun 笔阵独扫千人军
'bi'zhong'shu'gan'zhu 必种数竿竹
'bian'bing'jin'dong'zheng 边兵尽东征
'bian'bing'ruo'chu'gou 边兵若刍狗
'bian'chen'zhang'bei'ming 边尘涨北溟
'bian'cheng'duo'yuan'bie 边城多远别
'bian'cheng'he'xiao'tiao 边城何萧条
'bian'cheng'ji'wu'shi 边城寂无事
'bian'cheng'lv'meng'yi 边城旅梦移
'bian'cheng'shi'yi'yue 边城十一月
'bian'cheng'wei'you'zui 边城唯有醉
'bian'cheng'xi'cao'chu 边城细草出
'bian'cheng'ye'ye'duo'chou'meng 边城夜夜多愁梦
'bian'cheng'ye'ying'yong 边城夜应永
'bian'cheng'you'yu'li 边城有馀力
'bian'cheng'yue'cang'cang 边城月苍苍
'bian'cheng'zui'hui'guang 边城最辉光
'bian'feng'hu'xiang'wang 边烽互相望
'bian'feng'sha'qi'tong'can'lie 边风杀气同惨烈
'bian'feng'zheng'sao'xie 边风正骚屑
'bian'gong'jing'bu'cheng 边功竟不成
'bian'huo'shang'xin'qu 便获赏心趣
'bian'jian'wei'shui'qing 编简为谁青
'bian'jie'jin'chu'zhi 变节金初至
'bian'jiu'pai'jin'zhan 边酒排金醆
'bian'liu'gua'xiang'chou 边柳挂乡愁
'bian'peng'shi'cheng'dong 编蓬石城东
'bian'qiu'yin'yi'jiu 边秋阴易久
'bian'que'yi'fang'ceng'mo'du 扁鹊医方曾莫睹
'bian'ren'bu'gan'yi 边人不敢议
'bian'ri'shao'guang'hui 边日少光辉
'bian'sai'xi'bo'zui'chong'chi 边塞西蕃最充斥
'bian'se'he'ming'meng 边色何溟濛
'bian'se'man'qiu'kong 边色满秋空
'bian'sheng'lian'gu'pi 边声连鼓鼙
'bian'shu'zui'lan'cao 边书醉懒操
'bian'shui'yang'bo'lan 汴水扬波澜
'bian'song'gu'ren'gui 便送故人归
'bian'su'zhi'gong'fang 便宿支公房
'bian'ta'li'shu'ling'ren'bei 鞭挞黎庶令人悲
'bian'ta'qi'fu'jia 鞭挞其夫家
'bian'ta'ri'yue'jiu 鞭挞日月久
'bian'ting'jue'diao'dou 边庭绝刁斗
'bian'ting'liu'xue'cheng'hai'shui 边亭流血成海水
'bian'ting'piao'yao'na'ke'du 边庭飘飖那可度
'bian'tong'po'xie'di 变通迫胁地
'bian'tou'ci'ke'jiu'lai'xi 边头词客旧来稀
'bian'tou'gong'qing'reng'du'jiao 边头公卿仍独骄
'bian'tou'xing'wu'shi 边头幸无事
'bian'wu'fei'ji'gu 鞭巫非稽古
'bian'xiang'zhou'zhong'mian 便向舟中眠
'bian'yan'gong'xiao'zi 辨眼工小字
'bian'yu'jin'ruo'he 边隅今若何
'bian'yu'xian'sheng'ying'yong'jue 便与先生应永诀
'bian'yun'fu'shi'xuan 边云拂使轩
'bian'zhi'si'shi'xi'ying'tian 便至四十西营田
'biao'ge'mo'jun'tui 标割魔军退
'biao'ge'shui'dang'fan 标格谁当犯
'bie'an'jiong'wu'yin 别岸迥无垠
'bie'cheng'xiang'xiang'zhou 别乘向襄州
'bie'duo'ren'huan'bin 别多人换鬓
'bie'hen'shuang'xi'ji 别恨双溪急
'bie'hen'sui'liu'shui 别恨随流水
'bie'hen'yi'heng'bo 别恨一横波
'bie'hou'neng'wei'zheng 别后能为政
'bie'hou'neng'xiang'si 别后能相思
'bie'hou'tou'kan'bai 别后头堪白
'bie'hou'xiang'meng'shu 别后乡梦数
'bie'hou'xiang'si'fu'he'yi 别后相思复何益
'bie'hou'xin'shi'man'ren'kou 别后新诗满人口
'bie'jia'chang'er'nv 别家长儿女
'bie'jia'de'wang'xiang 别驾得王祥
'bie'jia'du'tou'yi'gui'niao 别驾渡头一归鸟
'bie'jia'feng'bi'sui 别家逢逼岁
'bie'jia'lai'gui'meng 别家赖归梦
'bie'jia'san'yue'yi'de'shu 别家三月一得书
'bie'jiu'gu'ren'huan 别酒故人欢
'bie'jiu'wei'shui'xiang 别酒为谁香
'bie'jun'neng'ji'ri 别君能几日
'bie'jun'qiu'ri'wan 别君秋日晚
'bie'jun'yuan'shan'qu 别君远山去
'bie'jun'zhi'you'xiang'si'meng 别君只有相思梦
'bie'lai'chun'cao'chang 别来春草长
'bie'lai'geng'ru'chang 别来更如长
'bie'lai'hu'san'zai 别来忽三载
'bie'lai'sui'yue'zhou 别来岁月周
'bie'lai'tou'bing'bai 别来头并白
'bie'lai'tou'yi'ban 别来头已斑
'bie'lai'wei'de'shu 别来未得书
'bie'lai'wen'han'shu 别来问寒暑
'bie'lai'yu'shi'qiu 别来逾十秋
'bie'li'can'zhi'jin 别离惨至今
'bie'li'hun'yu'duan 别离魂欲断
'bie'li'jing'jie'huan 别离惊节换
'bie'li'jing'si'di 别离经死地
'bie'li'yi'wu'nian 别离已五年
'bie'li'yi'zuo'ri 别离已昨日
'bie'liu'wei'cang'lang 别流为沧浪
'bie'lu'feng'shuang'yu 别路逢霜雨
'bie'mu'wu'nan'shi 别母乌南逝
'bie'qi'qian'hua'ta 别起千花塔
'bie'qu'jian'shan'chuan 别去间山川
'bie'ri'gui'wu'di 别日归吴地
'bie'shi'chu'yan'yan 别事除言宴
'bie'shi'gu'yun'jin'bu'fei 别时孤云今不飞
'bie'shi'han'ping'jin 别事汉平津
'bie'shi'jiu'yue'sang'ye'shu 别时九月桑叶疏
'bie'shi'xiang'gu'jiu'ru'qing 别时相顾酒如倾
'bie'si'he'di'liu 别思河堤柳
'bie'yan'shi'yi'shen 别颜始一伸
'bie'yang'ji'zi'lian'shen'jun 别养骥子怜神俊
'bie'ye'sang'lin'bian 别业桑林边
'bie'yi'xiao'qian'li 别易小千里
'bie'yi'zai'shan'e 别意在山阿
'bie'yi'zhong'gan'ji 别意终感激
'bie'you'jia'qi'chu 别有佳期处
'bie'you'ta'shan'zun 别有他山尊
'bie'you'tan'guan'shi 别有弹冠士
'bie'you'xiao'jiang'tan 别有小江潭
'bin'bai'wei'ceng'ji'ri'yue 鬓白未曾记日月
'bin'cong'he'wei'yi 宾从何逶迤
'bin'cong'wu'yuan'ren 宾从五原人
'bin'cong'za'ta'shi'yao'jin 宾从杂遝实要津
'bin'deng'shi'shi'bi 宾登时事毕
'bin'fa'ge'yi'cang 鬓发各已苍
'bin'gong'nian'you'shao 宾贡年犹少
'bin'jiao'ru'di'di 邠郊入地底
'bin'jing'ru'shi'lai 宾敬如始来
'bin'ke'ai'cun'xu 宾客隘村墟
'bin'ke'chang'man'tang 宾客常满堂
'bin'ke'fu'duo'cai 宾客复多才
'bin'ke'yin'tiao'tong 宾客引调同
'bin'ke'zheng'guo'wei'gong'zi 宾客争过魏公子
'bin'mao'fang'er'se 鬓毛方二色
'bin'mao'sa'yi'cang 鬓毛飒已苍
'bin'peng'wei'ji'yan 宾朋未及宴
'bin'you'yang'cheng'tan 宾友仰称叹
'bing'bi'zhen'fang'bu 秉笔振芳步
'bing'bing'tao'qian'shu 并秉韬钤术
'bing'chi'shi'pan'lv 冰池始泮绿
'bing'chu'xiang'jiang'zhi'zhu'bi'yu'han 柄出湘江之竹碧玉寒
'bing'de'cui'yuan'ming 秉德崔瑗铭
'bing'fa'wu'shi'jia 兵法五十家
'bing'fei'wo'jiang'tuo 病肺卧江沱
'bing'fu'chui'tian'yi 并负垂天翼
'bing'fu'jiang'yi'yi 病夫将已矣
'bing'ge'dong'jie'lian 兵戈动接联
'bing'ge'fang'yu'kou 兵革方御寇
'bing'ge'hao'wei'xi 兵戈浩未息
'bing'ge'ji'wei'xi 兵革既未息
'bing'ge'jiu'suo'ju 兵戈久索居
'bing'ge'kuang'sao'xie 兵戈况骚屑
'bing'ge'man'bian'jiao 兵戈满边徼
'bing'ge'ruo'yun'tun 兵戈若云屯
'bing'ge'tu'zi'qin 兵革徒自勤
'bing'ge'wei'shuai'xi 兵革未衰息
'bing'ge'wei'xi'ren'wei'su 兵革未息人未苏
'bing'ge'you'zai'yan 兵戈犹在眼
'bing'ge'zi'jiu'yuan 兵革自久远
'bing'hu'yu'heng'xuan'qing'qiu 冰壶玉衡悬清秋
'bing'hua'yi'xiao'zhong 并话一宵中
'bing'jia'ji'jian'die 兵家忌间谍
'bing'jia'wang'chang'an 兵甲望长安
'bing'jiang'wan'bi'ma'nao'han 冰浆碗碧玛瑙寒
'bing'jiu'shi'kong'pin 兵久食恐贫
'bing'jun'fang'zhi'chi 秉钧方咫尺
'bing'jun'shu'wei'ou 秉钧孰为偶
'bing'ke'wu'guan'wei 病渴污官位
'bing'li'zhao'hun'du'chu'ci 病里招魂读楚词
'bing'ling'jing'qi'ben 炳灵精气奔
'bing'liu'zhi'zhu'zhang 兵流指诸掌
'bing'ma'ri'fen'fen 兵马日纷纷
'bing'ma'ri'hao'hao 兵马日浩浩
'bing'ma'ru'yun'tun 兵马如云屯
'bing'ma'shou'xi'shan 兵马守西山
'bing'ma'xiu'zhan'zheng 兵马休战争
'bing'mian'ru'lu'yan 并冕入炉烟
'bing'pan'han'tang'shi'lv 冰泮寒塘始绿
'bing'pian'gao'dui'jin'cuo'pan 冰片高堆金错盘
'bing'qi'hui'fei'niao 兵气回飞鸟
'bing'qi'kong'bu'yang 兵气恐不扬
'bing'qi'mu'jiang'bin 病起暮江滨
'bing'qi'tun'bian'kong 兵气屯边空
'bing'qi'zhang'lin'luan 兵气涨林峦
'bing'qiang'fen'ye'xian 兵强分野闲
'bing'qu'dong'mo'dang 并驱动莫当
'bing'rong'heng'jiu'zhou 兵戎横九州
'bing'rong'zi'jiu'tian 兵戎自九天
'bing'shi'tian'shang'qi'lin'er 并是天上麒麟儿
'bing'tun'yu'ge'ju 并吞与割据
'bing'wei'zhuang'tie'guan 兵威壮铁冠
'bing'xin'chang'fei'xi 秉心常匪席
'bing'xin'shi'ben'yuan 秉心识本源
'bing'xin'yu'chong'chong 秉心郁忡忡
'bing'xue'jing'cong'ming 冰雪净聪明
'bing'xue'ma'kan'chi 冰雪马堪迟
'bing'yi'xue'dan'shang'ai'nao 冰翼雪澹伤哀猱
'bing'yue'zhi'en'zhong 秉钺知恩重
'bing'zai'jian'he'you 兵在见何由
'bing'zhu'qian'guan'qu 秉烛千官去
'bing'zuo'shi'xia'tang 并坐石下堂
'bo'bi'ji'ban'kong 搏壁跻半空
'bo'cai'shi'shang'ming 博采世上名
'bo'chu'ji'ting'ji 卜处几听鸡
'bo'chuan'nan'he'hu 泊船南河浒
'bo'dao'qie'wu'er 伯道且无儿
'bo'fan'qu'bing'shi 拨烦去冰释
'bo'fu'si'wu'ren 伯父四五人
'bo'ji'yin'chao'xian 波际隐朝鲜
'bo'jie'wen'yu'zhuan 伯喈文与篆
'bo'jun'bang'sai'you 蕃军傍塞游
'bo'jun'yao'jian'han'jia'ying 蕃军遥见汉家营
'bo'jun'zhi'jian'ma'kong'an 蕃军只见马空鞍
'bo'lan'du'lao'cheng 波澜独老成
'bo'lan'xuan'zhong'kou 波澜喧众口
'bo'lao'fei'guo'sheng'ju'cu 伯劳飞过声跼促
'bo'lin'nan'shan'you 卜邻南山幽
'bo'ling'wu'jin'xin 博陵无近信
'bo'mu'chui'bian'xin'ma'gui 薄暮垂鞭信马归
'bo'mu'hun'sui'sai'yu'hui 薄暮浑随塞雨回
'bo'mu'tu'yao'gui'bu'gui 薄暮途遥归不归
'bo'mu'you'da'liang 薄暮游大梁
'bo'mu'yu'ju'hai 薄暮欲俱还
'bo'qi'bu'ni'dao 拨弃不拟道
'bo'qi'tan'zhou'bai'hu'jiu 拨弃潭州百斛酒
'bo'shan'tu'xiang'wu'yun'san 博山吐香五云散
'bo'shang'si'luo'wa 波上思罗袜
'bo'she'gong'wu'xi 博涉供务隙
'bo'shi'ben'qin'guan 博士本秦官
'bo'shi'cui'lin'qiu 擘石摧林丘
'bo'shu'wen'zi'bie 蕃书文字别
'bo'si'wu'yi'jiu 卜肆芜已久
'bo'tao'lian'tai'kong 波涛连太空
'bo'tao'liang'shi'bi 波涛良史笔
'bo'tao'wan'qing'dui'liu'li 波涛万顷堆琉璃
'bo'tao'wei'zu'wei 波涛未足畏
'bo'wai'sheng'chu'fa 波外声初发
'bo'yi'zai'shou'yang 伯夷在首阳
'bo'ying'dao'jiang'feng 波影倒江枫
'bo'yu'yi'bu'ru 伯禹亦不如
'bo'zhou'cang'jiang'an 泊舟沧江岸
'bo'zhou'chu'gong'an 泊舟楚宫岸
'bo'zhou'wei'neng'fa 泊舟未能发
'bo'zhu'han'jiang'bian 卜筑汉江边
'bu'ai'ru'zhou'fu 不爱入州府
'bu'beng'yi'bu'qian 不崩亦不骞
'bu'bi'de'chen'lin 不比得陈琳
'bu'bi'su'ma'kong'duo'rou 不比俗马空多肉
'bu'bi'tiao'man'lv 不必条蔓绿
'bu'bi'xu'bai'xi 不必须白晰
'bu'bian'ku'tu'qiong 不便哭途穷
'bu'bian'yun'lin'se 不辨云林色
'bu'cai'xiu'yong'zhong 不才羞拥肿
'bu'can'jian'bo'tong 晡餐兼僰僮
'bu'ceng'tai'shang'zhong 不曾台上种
'bu'chi'bai'ren'san 不叱白刃散
